ticket_id,agency_name,inspector_name,violator_name,violation_street_number,violation_street_name,violation_zip_code,mailing_address_str_number,mailing_address_str_name,city,state,zip_code,non_us_str_code,country,ticket_issued_date,hearing_date,violation_code,violation_description,disposition,fine_amount,admin_fee,state_fee,late_fee,discount_amount,clean_up_cost,judgment_amount,grafitti_status,payment_amount,payment_date,payment_status,balance_due,collection_status,compliance,compliance_detail
186,Health,Inspector_5,Violator_35,5757,Street_5,48205,6223,Mail_Street_5,Detroit,MI,48205,,USA,2020-07-04,2020-08-04,CODE_0,Safety violations,Pending,576.953324291082,20.0,10.0,61.8610289093939,0.0,0.0,577.7230926652103,,829.3270440646214,2020-09-02,Pending,144.99369632207092,,1.0,
187,Police,Inspector_6,Violator_36,3713,Street_6,48206,5679,Mail_Street_6,Detroit,MI,48206,,USA,2020-07-05,2020-08-05,CODE_1,Failure to maintain exterior,Responsible,760.4046322714038,20.0,10.0,56.85522556046121,0.0,0.0,419.67689213307034,,1059.8316635083302,2020-09-03,Unpaid,314.4525724618075,,0.0,
188,Police,Inspector_7,Violator_37,6588,Street_7,48207,6187,Mail_Street_7,Detroit,MI,48207,,USA,2020-07-06,2020-08-06,CODE_2,Other violations,Responsible,819.7456573645547,20.0,10.0,5.917707186354182,0.0,0.0,882.5990548352347,,1137.8382080916808,2020-09-04,Unpaid,58.96933743711674,,1.0,
189,Buildings,Inspector_8,Violator_38,1966,Street_8,48208,5724,Mail_Street_8,Detroit,MI,48208,,USA,2020-07-07,2020-08-07,CODE_3,Other violations,Pending,443.13609205475603,20.0,10.0,63.280261066150686,0.0,0.0,481.7007265896342,,584.1012580227787,2020-09-05,Pending,327.47055228366077,,1.0,
190,Police,Inspector_9,Violator_39,5944,Street_9,48209,2542,Mail_Street_9,Detroit,MI,48209,,USA,2020-07-08,2020-08-08,CODE_4,Failure to maintain exterior,Pending,243.95823120983084,20.0,10.0,76.89200445711684,0.0,0.0,379.92757146534984,,842.7899753036482,2020-09-06,Paid,141.64826399885112,,0.0,
191,Health,Inspector_0,Violator_40,4432,Street_10,48200,2845,Mail_Street_10,Detroit,MI,48200,,USA,2020-07-09,2020-08-09,CODE_0,Safety violations,Pending,90.22516483376464,20.0,10.0,99.40816546455756,0.0,0.0,564.0987866450492,,1022.36310426701,2020-09-07,Paid,0.12146721725636578,,1.0,
192,Buildings,Inspector_1,Violator_41,1688,Street_11,48201,5603,Mail_Street_11,Detroit,MI,48201,,USA,2020-07-10,2020-08-10,CODE_1,Improper waste disposal,Pending,600.7398492423636,20.0,10.0,1.1078552594309676,0.0,0.0,182.46602059395377,,427.93069544926334,2020-09-08,Unpaid,63.468028837088184,,0.0,
193,Health,Inspector_2,Violator_42,5243,Street_12,48202,7777,Mail_Street_12,Detroit,MI,48202,,USA,2020-07-11,2020-08-11,CODE_2,Safety violations,Responsible,480.26551675423025,20.0,10.0,73.01734533106766,0.0,0.0,916.1955892015083,,313.67677987247384,2020-09-09,Paid,466.807688917547,,1.0,
194,Health,Inspector_3,Violator_43,4701,Street_13,48203,5036,Mail_Street_13,Detroit,MI,48203,,USA,2020-07-12,2020-08-12,CODE_3,Failure to maintain exterior,Responsible,951.3071753922254,20.0,10.0,57.17893159359805,0.0,0.0,94.1079694244014,,1135.9182873340064,2020-09-10,Pending,433.6773195576789,,1.0,
195,Police,Inspector_4,Violator_44,9533,Street_14,48204,7947,Mail_Street_14,Detroit,MI,48204,,USA,2020-07-13,2020-08-13,CODE_4,Safety violations,Pending,107.5746623291643,20.0,10.0,43.40521760809567,0.0,0.0,801.8232689030652,,871.5642004425815,2020-09-11,Pending,116.80451601811842,,1.0,
196,Buildings,Inspector_5,Violator_45,6182,Street_15,48205,4494,Mail_Street_15,Detroit,MI,48205,,USA,2020-07-14,2020-08-14,CODE_0,Other violations,Not responsible,701.1255762737054,20.0,10.0,12.757017457137088,0.0,0.0,284.8082699654571,,263.61856005099156,2020-09-12,Unpaid,389.1859522727456,,0.0,
197,Police,Inspector_6,Violator_46,7704,Street_16,48206,6485,Mail_Street_16,Detroit,MI,48206,,USA,2020-07-15,2020-08-15,CODE_1,Safety violations,Not responsible,73.71791101405431,20.0,10.0,40.908514863487625,0.0,0.0,340.2925317601427,,538.9000712113361,2020-09-13,Unpaid,304.28579658698715,,1.0,
198,Police,Inspector_7,Violator_47,5422,Street_17,48207,4719,Mail_Street_17,Detroit,MI,48207,,USA,2020-07-16,2020-08-16,CODE_2,Failure to maintain exterior,Responsible,212.8624678750156,20.0,10.0,35.43771829861353,0.0,0.0,791.9078384768447,,955.7421234453712,2020-09-14,Unpaid,485.4523557249347,,0.0,
199,Buildings,Inspector_8,Violator_48,2759,Street_18,48208,3884,Mail_Street_18,Detroit,MI,48208,,USA,2020-07-17,2020-08-17,CODE_3,Other violations,Pending,480.9000499266924,20.0,10.0,30.28298889787422,0.0,0.0,1192.096681676856,,656.4755891021306,2020-09-15,Paid,186.80282976702955,,0.0,
200,Health,Inspector_9,Violator_49,3482,Street_19,48209,6138,Mail_Street_19,Detroit,MI,48209,,USA,2020-07-18,2020-08-18,CODE_4,Safety violations,Pending,482.1288206627248,20.0,10.0,73.08796233222077,0.0,0.0,951.0435877612567,,779.9425177990669,2020-09-16,Pending,340.73030625858564,,1.0,
201,Health,Inspector_0,Violator_0,9058,Street_0,48200,6349,Mail_Street_20,Detroit,MI,48200,,USA,2020-07-19,2020-08-19,CODE_0,Safety violations,Responsible,701.4155157869617,20.0,10.0,70.07255212842638,0.0,0.0,332.940388090199,,904.5218424540628,2020-09-17,Pending,31.767861211959293,,0.0,
202,Buildings,Inspector_1,Violator_1,1951,Street_1,48201,5201,Mail_Street_21,Detroit,MI,48201,,USA,2020-07-20,2020-08-20,CODE_1,Other violations,Not responsible,914.7023831243688,20.0,10.0,58.902009098091156,0.0,0.0,277.14772564606983,,746.4110265707767,2020-09-18,Pending,198.12367340820296,,1.0,
203,Health,Inspector_2,Violator_2,9914,Street_2,48202,7179,Mail_Street_22,Detroit,MI,48202,,USA,2020-07-21,2020-08-21,CODE_2,Improper waste disposal,Not responsible,657.0805509691747,20.0,10.0,93.86648132933722,0.0,0.0,1050.180814699791,,648.0951863066349,2020-09-19,Unpaid,481.9088305940902,,0.0,
204,Buildings,Inspector_3,Violator_3,3079,Street_3,48203,4710,Mail_Street_23,Detroit,MI,48203,,USA,2020-07-22,2020-08-22,CODE_3,Other violations,Not responsible,955.8583429589333,20.0,10.0,34.985438418085444,0.0,0.0,577.4860216720848,,899.5371412653282,2020-09-20,Pending,269.49043722506025,,0.0,
205,Buildings,Inspector_4,Violator_4,3717,Street_4,48204,8610,Mail_Street_24,Detroit,MI,48204,,USA,2020-07-23,2020-08-23,CODE_4,Improper waste disposal,Responsible,887.5348578840977,20.0,10.0,24.380193771017954,0.0,0.0,233.4991391675341,,873.0756425186408,2020-09-21,Paid,143.93975166742229,,1.0,
206,Police,Inspector_5,Violator_5,5524,Street_5,48205,8430,Mail_Street_25,Detroit,MI,48205,,USA,2020-07-24,2020-08-24,CODE_0,Failure to maintain exterior,Not responsible,605.2748057542507,20.0,10.0,65.59033130983995,0.0,0.0,1045.6767941205708,,755.8468802198147,2020-09-22,Paid,60.135481564303426,,0.0,
207,Buildings,Inspector_6,Violator_6,9477,Street_6,48206,9154,Mail_Street_26,Detroit,MI,48206,,USA,2020-07-25,2020-08-25,CODE_1,Failure to maintain exterior,Responsible,842.1023533728859,20.0,10.0,19.881406093740296,0.0,0.0,994.0234352639728,,431.7472960583155,2020-09-23,Pending,351.7641700907652,,0.0,
208,Police,Inspector_7,Violator_7,8311,Street_7,48207,7636,Mail_Street_27,Detroit,MI,48207,,USA,2020-07-26,2020-08-26,CODE_2,Other violations,Responsible,660.4487298074523,20.0,10.0,31.501050718342462,0.0,0.0,1181.9751275648232,,486.9745106403259,2020-09-24,Unpaid,322.4280217148634,,1.0,
209,Health,Inspector_8,Violator_8,8186,Street_8,48208,9634,Mail_Street_28,Detroit,MI,48208,,USA,2020-07-27,2020-08-27,CODE_3,Other violations,Pending,124.6299393775408,20.0,10.0,22.460244007488484,0.0,0.0,1098.912929118206,,1164.526258660917,2020-09-25,Pending,186.9693568018873,,0.0,
210,Health,Inspector_9,Violator_9,3065,Street_9,48209,3953,Mail_Street_29,Detroit,MI,48209,,USA,2020-07-28,2020-08-28,CODE_4,Failure to maintain exterior,Not responsible,753.5364870965344,20.0,10.0,6.9153567718501225,0.0,0.0,1034.0051792998065,,134.863118749831,2020-09-26,Paid,475.4706759329171,,1.0,
211,Health,Inspector_0,Violator_10,1768,Street_10,48200,8921,Mail_Street_0,Detroit,MI,48200,,USA,2020-07-29,2020-08-29,CODE_0,Improper waste disposal,Responsible,140.1630192039789,20.0,10.0,82.74987416356734,0.0,0.0,138.8833255483235,,322.2059007034024,2020-09-27,Paid,11.10140649392516,,0.0,
212,Health,Inspector_1,Violator_11,6490,Street_11,48201,8488,Mail_Street_1,Detroit,MI,48201,,USA,2020-07-30,2020-08-30,CODE_1,Failure to maintain exterior,Not responsible,614.3786415412268,20.0,10.0,25.454054292166116,0.0,0.0,196.9452138378922,,590.8821110452028,2020-09-28,Paid,151.8619258159129,,0.0,
213,Police,Inspector_2,Violator_12,7645,Street_12,48202,6737,Mail_Street_2,Detroit,MI,48202,,USA,2020-07-31,2020-08-31,CODE_2,Other violations,Not responsible,717.5081955653174,20.0,10.0,47.30275033430207,0.0,0.0,717.2611776206176,,1004.075623372543,2020-09-29,Pending,460.5347431497907,,0.0,
214,Health,Inspector_3,Violator_13,6083,Street_13,48203,8525,Mail_Street_3,Detroit,MI,48203,,USA,2020-08-01,2020-09-01,CODE_3,Failure to maintain exterior,Pending,113.20122780031247,20.0,10.0,4.331527325431194,0.0,0.0,675.2567558356394,,196.41079647567344,2020-09-30,Paid,160.4677191597202,,0.0,
215,Buildings,Inspector_4,Violator_14,6232,Street_14,48204,5850,Mail_Street_4,Detroit,MI,48204,,USA,2020-08-02,2020-09-02,CODE_4,Other violations,Not responsible,269.2549212302051,20.0,10.0,69.93394662526431,0.0,0.0,592.9188002282797,,332.34554174953183,2020-10-01,Unpaid,126.1264169275852,,0.0,
216,Buildings,Inspector_5,Violator_15,6797,Street_15,48205,2689,Mail_Street_5,Detroit,MI,48205,,USA,2020-08-03,2020-09-03,CODE_0,Other violations,Pending,919.8886206485673,20.0,10.0,33.056100230629085,0.0,0.0,524.4040444643343,,78.95786135428678,2020-10-02,Pending,267.11020496562367,,0.0,
217,Buildings,Inspector_6,Violator_16,5926,Street_16,48206,7372,Mail_Street_6,Detroit,MI,48206,,USA,2020-08-04,2020-09-04,CODE_1,Failure to maintain exterior,Responsible,635.4987676212515,20.0,10.0,74.473672782921,0.0,0.0,562.9557430480484,,847.1823192609821,2020-10-03,Pending,411.90087496026894,,0.0,
218,Police,Inspector_7,Violator_17,7016,Street_17,48207,3950,Mail_Street_7,Detroit,MI,48207,,USA,2020-08-05,2020-09-05,CODE_2,Improper waste disposal,Not responsible,283.971717870005,20.0,10.0,41.240306046786614,0.0,0.0,717.6136862309706,,285.85132257073934,2020-10-04,Paid,51.573380439180525,,0.0,
219,Health,Inspector_8,Violator_18,4335,Street_18,48208,7175,Mail_Street_8,Detroit,MI,48208,,USA,2020-08-06,2020-09-06,CODE_3,Safety violations,Responsible,706.1457825906062,20.0,10.0,19.57556064056246,0.0,0.0,82.32569971209095,,466.4097008051406,2020-10-05,Paid,471.51035482286807,,0.0,
220,Health,Inspector_9,Violator_19,9038,Street_19,48209,7582,Mail_Street_9,Detroit,MI,48209,,USA,2020-08-07,2020-09-07,CODE_4,Failure to maintain exterior,Not responsible,616.9375989636052,20.0,10.0,51.31750822820359,0.0,0.0,371.9938270287945,,532.4417364356015,2020-10-06,Unpaid,397.536440590582,,0.0,
221,Health,Inspector_0,Violator_20,5873,Street_0,48200,2456,Mail_Street_10,Detroit,MI,48200,,USA,2020-08-08,2020-09-08,CODE_0,Safety violations,Responsible,526.496914922051,20.0,10.0,13.050455963743978,0.0,0.0,660.4732871713564,,1069.5767227277468,2020-10-07,Pending,90.62512777577597,,0.0,
222,Police,Inspector_1,Violator_21,2481,Street_1,48201,7078,Mail_Street_11,Detroit,MI,48201,,USA,2020-08-09,2020-09-09,CODE_1,Failure to maintain exterior,Not responsible,977.3776262386796,20.0,10.0,44.053915987299476,0.0,0.0,888.8820305144837,,493.5963483974842,2020-10-08,Paid,356.00398059908133,,1.0,
223,Buildings,Inspector_2,Violator_22,7305,Street_2,48202,4130,Mail_Street_12,Detroit,MI,48202,,USA,2020-08-10,2020-09-10,CODE_2,Safety violations,Not responsible,699.2810885371334,20.0,10.0,31.730547742048653,0.0,0.0,275.05549548284387,,174.27002389829886,2020-10-09,Unpaid,192.4793613187786,,1.0,
224,Buildings,Inspector_3,Violator_23,4451,Street_3,48203,5976,Mail_Street_13,Detroit,MI,48203,,USA,2020-08-11,2020-09-11,CODE_3,Improper waste disposal,Not responsible,406.66905418451705,20.0,10.0,91.19595841996332,0.0,0.0,692.5069146419249,,629.1779260081452,2020-10-10,Paid,201.14733903815934,,1.0,
225,Health,Inspector_4,Violator_24,1054,Street_4,48204,7218,Mail_Street_14,Detroit,MI,48204,,USA,2020-08-12,2020-09-12,CODE_4,Improper waste disposal,Not responsible,810.0697604730245,20.0,10.0,6.092872172071995,0.0,0.0,880.1948459520755,,1155.5495935783556,2020-10-11,Pending,391.6450462194332,,0.0,
226,Buildings,Inspector_5,Violator_25,8643,Street_5,48205,6244,Mail_Street_15,Detroit,MI,48205,,USA,2020-08-13,2020-09-13,CODE_0,Failure to maintain exterior,Not responsible,890.3541282751283,20.0,10.0,69.4017414105742,0.0,0.0,577.9829768635732,,729.2227692609732,2020-10-12,Paid,481.3924039903661,,1.0,
227,Buildings,Inspector_6,Violator_26,4462,Street_6,48206,7448,Mail_Street_16,Detroit,MI,48206,,USA,2020-08-14,2020-09-14,CODE_1,Other violations,Not responsible,168.95953154098984,20.0,10.0,18.27511659874359,0.0,0.0,110.33086971045718,,1180.0646645526872,2020-10-13,Pending,63.32793642359697,,1.0,
228,Police,Inspector_7,Violator_27,1832,Street_7,48207,3179,Mail_Street_17,Detroit,MI,48207,,USA,2020-08-15,2020-09-15,CODE_2,Safety violations,Not responsible,240.52532895300317,20.0,10.0,31.904507433223984,0.0,0.0,583.1803374815131,,1009.328770726644,2020-10-14,Paid,210.3151184394097,,1.0,
229,Police,Inspector_8,Violator_28,6954,Street_8,48208,6285,Mail_Street_18,Detroit,MI,48208,,USA,2020-08-16,2020-09-16,CODE_3,Other violations,Not responsible,255.41565867139073,20.0,10.0,41.551406306206594,0.0,0.0,412.0182742734515,,43.15890745609536,2020-10-15,Pending,240.47080404215177,,0.0,
230,Police,Inspector_9,Violator_29,9519,Street_9,48209,5565,Mail_Street_19,Detroit,MI,48209,,USA,2020-08-17,2020-09-17,CODE_4,Other violations,Not responsible,706.6512189172133,20.0,10.0,90.80150893749742,0.0,0.0,1121.2075606254878,,790.0795144524502,2020-10-16,Unpaid,188.1559084774988,,1.0,
231,Police,Inspector_0,Violator_30,8221,Street_10,48200,2882,Mail_Street_20,Detroit,MI,48200,,USA,2020-08-18,2020-09-18,CODE_0,Other violations,Responsible,622.8875773006191,20.0,10.0,24.257826607382516,0.0,0.0,219.56699195972664,,344.1202530694604,2020-10-17,Pending,181.5945618581125,,1.0,
232,Health,Inspector_1,Violator_31,4310,Street_11,48201,8406,Mail_Street_21,Detroit,MI,48201,,USA,2020-08-19,2020-09-19,CODE_1,Improper waste disposal,Pending,638.0419864636588,20.0,10.0,9.130880254467023,0.0,0.0,810.7730701681,,671.5402267736687,2020-10-18,Unpaid,26.13433378079827,,1.0,
233,Police,Inspector_2,Violator_32,4300,Street_12,48202,9247,Mail_Street_22,Detroit,MI,48202,,USA,2020-08-20,2020-09-20,CODE_2,Failure to maintain exterior,Not responsible,943.7346347050259,20.0,10.0,31.86896039905236,0.0,0.0,139.04613829464128,,335.21422911747186,2020-10-19,Pending,342.7693102813116,,0.0,
234,Buildings,Inspector_3,Violator_33,7722,Street_13,48203,2399,Mail_Street_23,Detroit,MI,48203,,USA,2020-08-21,2020-09-21,CODE_3,Failure to maintain exterior,Pending,787.1159561669407,20.0,10.0,10.467597053553334,0.0,0.0,579.7108903502201,,418.6444999263485,2020-10-20,Unpaid,218.10720856002268,,0.0,
235,Health,Inspector_4,Violator_34,8218,Street_14,48204,8907,Mail_Street_24,Detroit,MI,48204,,USA,2020-08-22,2020-09-22,CODE_4,Improper waste disposal,Not responsible,171.54007828619402,20.0,10.0,12.859648596055251,0.0,0.0,700.4570256864903,,1107.8024541050152,2020-10-21,Paid,97.39690132196338,,0.0,
236,Buildings,Inspector_5,Violator_35,8776,Street_15,48205,2608,Mail_Street_25,Detroit,MI,48205,,USA,2020-08-23,2020-09-23,CODE_0,Improper waste disposal,Not responsible,380.131728303922,20.0,10.0,57.38505979750267,0.0,0.0,413.7095230748893,,247.97182187004637,2020-10-22,Pending,408.0167511510342,,0.0,
237,Buildings,Inspector_6,Violator_36,4675,Street_16,48206,9427,Mail_Street_26,Detroit,MI,48206,,USA,2020-08-24,2020-09-24,CODE_1,Failure to maintain exterior,Responsible,463.6239638669488,20.0,10.0,6.090193309949332,0.0,0.0,589.6847117828306,,1048.9309416309966,2020-10-23,Paid,401.28037407581394,,1.0,
238,Buildings,Inspector_7,Violator_37,4054,Street_17,48207,7891,Mail_Street_27,Detroit,MI,48207,,USA,2020-08-25,2020-09-25,CODE_2,Other violations,Responsible,426.16350931022464,20.0,10.0,3.0930881393566034,0.0,0.0,263.1802498738099,,36.549369684596165,2020-10-24,Unpaid,243.1958140444469,,0.0,
239,Police,Inspector_8,Violator_38,8970,Street_18,48208,3638,Mail_Street_28,Detroit,MI,48208,,USA,2020-08-26,2020-09-26,CODE_3,Safety violations,Pending,685.8431787037853,20.0,10.0,71.44141014704978,0.0,0.0,420.6187114042005,,109.05184604357805,2020-10-25,Pending,149.22533057388026,,0.0,
240,Police,Inspector_9,Violator_39,3143,Street_19,48209,7671,Mail_Street_29,Detroit,MI,48209,,USA,2020-08-27,2020-09-27,CODE_4,Safety violations,Responsible,897.2984480937345,20.0,10.0,36.16470948410445,0.0,0.0,775.6390838994274,,1025.6100496611161,2020-10-26,Pending,319.04636289822616,,0.0,
241,Health,Inspector_0,Violator_40,6207,Street_0,48200,8928,Mail_Street_0,Detroit,MI,48200,,USA,2020-08-28,2020-09-28,CODE_0,Safety violations,Responsible,340.7488903466486,20.0,10.0,12.537534923387328,0.0,0.0,418.0160625644937,,756.6672370910344,2020-10-27,Paid,144.07606788870154,,0.0,
242,Health,Inspector_1,Violator_41,3538,Street_1,48201,4148,Mail_Street_1,Detroit,MI,48201,,USA,2020-08-29,2020-09-29,CODE_1,Other violations,Pending,574.2832796001263,20.0,10.0,25.361277085970823,0.0,0.0,1087.7122478179363,,896.6833656474603,2020-10-28,Pending,118.00396516185602,,0.0,
243,Police,Inspector_2,Violator_42,5547,Street_2,48202,3382,Mail_Street_2,Detroit,MI,48202,,USA,2020-08-30,2020-09-30,CODE_2,Failure to maintain exterior,Responsible,799.9389508179064,20.0,10.0,64.2086507352399,0.0,0.0,783.8157925579085,,251.30120498622512,2020-10-29,Pending,365.2573270131633,,1.0,
244,Buildings,Inspector_3,Violator_43,6619,Street_3,48203,3403,Mail_Street_3,Detroit,MI,48203,,USA,2020-08-31,2020-10-01,CODE_3,Improper waste disposal,Not responsible,445.4071559030819,20.0,10.0,27.55365671408512,0.0,0.0,571.2869006483027,,644.5001467081242,2020-10-30,Paid,20.16261986047535,,0.0,
245,Health,Inspector_4,Violator_44,9356,Street_4,48204,2819,Mail_Street_4,Detroit,MI,48204,,USA,2020-09-01,2020-10-02,CODE_4,Failure to maintain exterior,Pending,209.71222197933105,20.0,10.0,49.45211251204079,0.0,0.0,123.40776782068437,,884.6630682855657,2020-10-31,Pending,47.38423551729698,,0.0,
246,Police,Inspector_5,Violator_45,7612,Street_5,48205,5292,Mail_Street_5,Detroit,MI,48205,,USA,2020-09-02,2020-10-03,CODE_0,Other violations,Pending,501.2034170005608,20.0,10.0,12.169530672667229,0.0,0.0,639.4941354292317,,752.776964412315,2020-11-01,Paid,3.3940870117948885,,0.0,
247,Police,Inspector_6,Violator_46,6005,Street_6,48206,2819,Mail_Street_6,Detroit,MI,48206,,USA,2020-09-03,2020-10-04,CODE_1,Improper waste disposal,Not responsible,102.46139470587704,20.0,10.0,58.8093637605447,0.0,0.0,936.5493911801,,566.0385202694514,2020-11-02,Paid,76.47159323771308,,0.0,
248,Police,Inspector_7,Violator_47,1822,Street_7,48207,2419,Mail_Street_7,Detroit,MI,48207,,USA,2020-09-04,2020-10-05,CODE_2,Other violations,Responsible,945.264281302163,20.0,10.0,31.607768384326405,0.0,0.0,377.42450977390325,,1151.7405437252578,2020-11-03,Paid,34.49500435522973,,0.0,
249,Buildings,Inspector_8,Violator_48,1943,Street_8,48208,6219,Mail_Street_8,Detroit,MI,48208,,USA,2020-09-05,2020-10-06,CODE_3,Safety violations,Pending,121.08014493522438,20.0,10.0,62.696843452871654,0.0,0.0,983.5863980066194,,811.3888001441344,2020-11-04,Paid,497.90118388995927,,1.0,
250,Police,Inspector_9,Violator_49,7150,Street_9,48209,6517,Mail_Street_9,Detroit,MI,48209,,USA,2020-09-06,2020-10-07,CODE_4,Safety violations,Pending,466.53387948804925,20.0,10.0,80.8394882304023,0.0,0.0,362.02357797698727,,1089.3009602894854,2020-11-05,Paid,144.4049849770448,,1.0,
251,Police,Inspector_0,Violator_0,5425,Street_10,48200,5302,Mail_Street_10,Detroit,MI,48200,,USA,2020-09-07,2020-10-08,CODE_0,Other violations,Not responsible,553.3871980340998,20.0,10.0,61.16464193899924,0.0,0.0,1002.5959545048966,,875.7246138884175,2020-11-06,Unpaid,74.63400633462363,,1.0,
252,Police,Inspector_1,Violator_1,9966,Street_11,48201,9857,Mail_Street_11,Detroit,MI,48201,,USA,2020-09-08,2020-10-09,CODE_1,Improper waste disposal,Not responsible,986.0386406729212,20.0,10.0,29.574756259502067,0.0,0.0,175.5005426050787,,882.5562343172198,2020-11-07,Unpaid,120.49812899795897,,1.0,
253,Police,Inspector_2,Violator_2,3198,Street_12,48202,9230,Mail_Street_12,Detroit,MI,48202,,USA,2020-09-09,2020-10-10,CODE_2,Improper waste disposal,Responsible,207.72073246071773,20.0,10.0,25.57437015483004,0.0,0.0,1050.125753933313,,96.0219237092152,2020-11-08,Paid,468.0627857700673,,0.0,
254,Health,Inspector_3,Violator_3,5242,Street_13,48203,3508,Mail_Street_13,Detroit,MI,48203,,USA,2020-09-10,2020-10-11,CODE_3,Failure to maintain exterior,Pending,158.70994268174064,20.0,10.0,32.7420958733448,0.0,0.0,639.0888250453302,,431.3575462247323,2020-11-09,Unpaid,260.08011151219785,,1.0,
255,Health,Inspector_4,Violator_4,4695,Street_14,48204,9795,Mail_Street_14,Detroit,MI,48204,,USA,2020-09-11,2020-10-12,CODE_4,Safety violations,Responsible,58.2708397094164,20.0,10.0,16.462051323650485,0.0,0.0,412.12210037469345,,1030.0432880635901,2020-11-10,Unpaid,182.40904815392844,,1.0,
256,Police,Inspector_5,Violator_5,4452,Street_15,48205,9870,Mail_Street_15,Detroit,MI,48205,,USA,2020-09-12,2020-10-13,CODE_0,Failure to maintain exterior,Responsible,197.7928650258372,20.0,10.0,18.117185085002006,0.0,0.0,376.92684046496663,,279.12463457850714,2020-11-11,Pending,436.69572895460965,,1.0,
257,Buildings,Inspector_6,Violator_6,2308,Street_16,48206,7693,Mail_Street_16,Detroit,MI,48206,,USA,2020-09-13,2020-10-14,CODE_1,Failure to maintain exterior,Not responsible,246.90933011428424,20.0,10.0,79.06911019001679,0.0,0.0,563.8518260020062,,138.60703938775941,2020-11-12,Paid,197.49513527451623,,0.0,
258,Health,Inspector_7,Violator_7,5177,Street_17,48207,2767,Mail_Street_17,Detroit,MI,48207,,USA,2020-09-14,2020-10-15,CODE_2,Other violations,Pending,649.0518945039377,20.0,10.0,38.4732576507445,0.0,0.0,1198.9354378760825,,391.32726796655214,2020-11-13,Unpaid,167.5042849788479,,1.0,
259,Police,Inspector_8,Violator_8,9705,Street_18,48208,4044,Mail_Street_18,Detroit,MI,48208,,USA,2020-09-15,2020-10-16,CODE_3,Other violations,Pending,258.72145087183037,20.0,10.0,43.59951805705858,0.0,0.0,326.76668065009244,,264.52546187113677,2020-11-14,Pending,103.64126127486777,,1.0,
260,Health,Inspector_9,Violator_9,7852,Street_19,48209,8626,Mail_Street_19,Detroit,MI,48209,,USA,2020-09-16,2020-10-17,CODE_4,Failure to maintain exterior,Pending,69.49477399285895,20.0,10.0,59.40494655668112,0.0,0.0,195.60264674447956,,1110.3458337517861,2020-11-15,Pending,188.89841195470575,,1.0,
261,Health,Inspector_0,Violator_10,7035,Street_0,48200,8662,Mail_Street_20,Detroit,MI,48200,,USA,2020-09-17,2020-10-18,CODE_0,Safety violations,Not responsible,835.2874282273642,20.0,10.0,58.96534951515476,0.0,0.0,735.2393889649013,,1041.5599704025574,2020-11-16,Paid,158.342178008463,,0.0,
262,Buildings,Inspector_1,Violator_11,4594,Street_1,48201,8298,Mail_Street_21,Detroit,MI,48201,,USA,2020-09-18,2020-10-19,CODE_1,Other violations,Not responsible,397.3159159537684,20.0,10.0,6.7376871521925725,0.0,0.0,627.1675624130879,,599.619876339485,2020-11-17,Paid,338.6519796490705,,1.0,
263,Police,Inspector_2,Violator_12,5841,Street_2,48202,4139,Mail_Street_22,Detroit,MI,48202,,USA,2020-09-19,2020-10-20,CODE_2,Failure to maintain exterior,Not responsible,386.01185225169723,20.0,10.0,83.15407863376656,0.0,0.0,667.0998235909042,,73.61264938064163,2020-11-18,Pending,144.79135233536354,,1.0,
264,Police,Inspector_3,Violator_13,2409,Street_3,48203,5029,Mail_Street_23,Detroit,MI,48203,,USA,2020-09-20,2020-10-21,CODE_3,Failure to maintain exterior,Not responsible,337.35507770953024,20.0,10.0,17.732655322393942,0.0,0.0,826.9676676640831,,857.4748153117876,2020-11-19,Paid,288.59987321128074,,1.0,
265,Buildings,Inspector_4,Violator_14,5566,Street_4,48204,3549,Mail_Street_24,Detroit,MI,48204,,USA,2020-09-21,2020-10-22,CODE_4,Failure to maintain exterior,Not responsible,976.6046132890998,20.0,10.0,72.30716360496689,0.0,0.0,379.2013582551272,,748.0940776035175,2020-11-20,Paid,32.946082515986355,,0.0,
266,Buildings,Inspector_5,Violator_15,5491,Street_5,48205,8598,Mail_Street_25,Detroit,MI,48205,,USA,2020-09-22,2020-10-23,CODE_0,Failure to maintain exterior,Pending,211.6096464438174,20.0,10.0,77.26709881281666,0.0,0.0,1099.944794829955,,1164.665604874195,2020-11-21,Pending,95.64457834825718,,1.0,
267,Police,Inspector_6,Violator_16,2555,Street_6,48206,3764,Mail_Street_26,Detroit,MI,48206,,USA,2020-09-23,2020-10-24,CODE_1,Failure to maintain exterior,Responsible,903.3261607555734,20.0,10.0,71.48995340913137,0.0,0.0,567.9527140569652,,670.7438883244523,2020-11-22,Pending,203.7026358056744,,0.0,
268,Police,Inspector_7,Violator_17,1804,Street_7,48207,8140,Mail_Street_27,Detroit,MI,48207,,USA,2020-09-24,2020-10-25,CODE_2,Failure to maintain exterior,Pending,787.9631655328935,20.0,10.0,57.89776465541452,0.0,0.0,224.5765385595572,,403.6724680834913,2020-11-23,Paid,468.47462695434774,,0.0,
269,Buildings,Inspector_8,Violator_18,2279,Street_8,48208,4645,Mail_Street_28,Detroit,MI,48208,,USA,2020-09-25,2020-10-26,CODE_3,Other violations,Responsible,122.65595772434743,20.0,10.0,1.460899710888286,0.0,0.0,911.3746075420177,,622.826032294267,2020-11-24,Unpaid,188.6259928578477,,0.0,
